Tipo;Descripcion;Habitaciones;Baños;Área;Barrio;Valor;Valor_USD
Apartamento;Apartamento en venta en Barrios Unidos;3;2;67;Barrios Unidos;160000000.0;41440.04
Apartamento;Apartamento en venta en San Patricio;3;2;89;San Patricio;560000000.0;145040.15
Apartamento;Apartamento en venta en Santa Barbara;4;5;382;Santa Barbara;1900000000.0;492100.49
Apartamento;Apartamento en venta en Barrios Unidos;2;2;83;Barrios Unidos;465000000.0;120435.12
Apartamento;Apartamento en venta en Barrios Unidos;2;2;91;Barrios Unidos;465000000.0;120435.12
Apartamento;Apartamento en venta en Barrios Unidos;3;1;47;Barrios Unidos;129000000.0;33411.03
Oficina/Consultorio;Oficina/Consultorio en venta en Santa Barbara;4;4;240;Santa Barbara;1250000000.0;323750.32
Apartamento;Apartamento en venta en Barrios Unidos;2;2;115;Barrios Unidos;680000000.0;176120.18
Apartamento;Apartamento en venta en Chico Norte Ii;1;1;71;Chico Norte Ii;480000000.0;124320.12
Apartamento;Apartamento en venta en El Batán;3;3;103;El Batán;520000000.0;134680.13
Apartamento;Apartamento en venta en Barrios Unidos;1;1;28;Barrios Unidos;250000000.0;64750.06
Apartamento;Apartamento en venta en Palermo;2;1;49;Palermo;330000000.0;85470.09
Apartamento;Apartamento en venta en Chico Norte;4;4;177;Chico Norte;950000000.0;246050.25
Apartamento;Apartamento en venta en Cedritos;2;2;84;Cedritos;490000000.0;126910.13
Apartamento;Apartamento en venta en Fontibón;3;3;116;Fontibón;700000000.0;181300.18
Casa;Casa en venta en Teusaquillo;5;3;282;Teusaquillo;990000000.0;256410.26
Apartamento;Apartamento en venta en Kennedy;2;1;42;Kennedy;140000000.0;36260.04
Casa;Casa en venta en Suba;4;3;135;Suba;345000000.0;89355.09
Apartamento;Apartamento en venta en Barrios Unidos;3;2;52;Barrios Unidos;250000000.0;64750.06
Apartamento;Apartamento en venta en Usaquén;2;3;142;Usaquén;800000000.0;207200.21
Apartamento;Apartamento en venta en Usaquén;4;3;78;Usaquén;358000000.0;92722.09
Apartamento;Apartamento en venta en Puente Aranda;3;2;50;Puente Aranda;185000000.0;47915.05
Apartamento;Apartamento en venta en El Chicó;3;2;101;El Chicó;530000000.0;137270.14
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;71;Zona Noroccidental;350000000.0;90650.09
Casa;Casa en venta en Fontibón;16;6;406;Fontibón;850000000.0;220150.22
Apartamento;Apartamento en venta en Kennedy;2;2;58;Kennedy;270000000.0;69930.07
Apartamento;Apartamento en venta en Suba;3;4;192;Suba;1025000000.0;265475.27
Apartamento;Apartamento en venta en Barrios Unidos;2;1;51;Barrios Unidos;98000000.0;25382.03
Apartamento;Apartamento en venta en Barrios Unidos;3;4;96;Barrios Unidos;329000000.0;85211.09
Casa;Casa en venta en Cedritos;2;3;82;Cedritos;400000000.0;103600.1
Casa;Casa en venta en Chapinero;4;4;462;Chapinero;5200000000.0;1346801.35
Apartamento;Apartamento en venta en Villa Alsacia;3;3;70;Villa Alsacia;340000000.0;88060.09
Apartamento;Apartamento en venta en Barrios Unidos;4;3;160;Barrios Unidos;949100032.0;245817.15
Apartamento;Apartamento en venta en Barrancas;2;2;78;Barrancas;425000000.0;110075.11
Apartamento;Apartamento en venta en Usaquén;3;3;104;Usaquén;440000000.0;113960.11
Apartamento;Apartamento en venta en Santa Barbara;1;1;33;Santa Barbara;265000000.0;68635.07
Apartamento;Apartamento en venta en Villa Alsacia;3;2;61;Villa Alsacia;240000000.0;62160.06
Apartamento;Apartamento en venta en Barrios Unidos;1;1;40;Barrios Unidos;315790016.0;81789.7
Apartamento;Apartamento en venta en Barrios Unidos;3;1;44;Barrios Unidos;105000000.0;27195.03
Casa;Casa en venta en Nueva Autopista;4;4;280;Nueva Autopista;1000000000.0;259000.26
Apartamento;Apartamento en venta en Barrios Unidos;3;2;100;Barrios Unidos;358500000.0;92851.59
Apartamento;Apartamento en venta en Bosa;2;1;48;Bosa;120000000.0;31080.03
Casa;Casa en venta en Puente Aranda;3;3;264;Puente Aranda;650000000.0;168350.17
Apartamento;Apartamento en venta en Pinar De Suba;3;2;73;Pinar De Suba;297500000.0;77052.58
Apartamento;Apartamento en venta en Suba;3;2;76;Suba;300000000.0;77700.08
Apartamento;Apartamento en venta en Los Rosales;2;2;89;Los Rosales;560000000.0;145040.15
Apartamento;Apartamento en venta en Chapinero Alto;2;2;61;Chapinero Alto;430000000.0;111370.11
Apartamento;Apartamento en venta en Chico Norte;1;2;55;Chico Norte;400000000.0;103600.1
Apartamento;Apartamento en venta en Chapinero Alto;3;4;193;Chapinero Alto;1170000000.0;303030.3
Apartamento;Apartamento en venta en Los Rosales;3;3;200;Los Rosales;1900000000.0;492100.49
Apartamento;Apartamento en venta en Usaquén;3;2;125;Usaquén;875000000.0;226625.23
Apartamento;Apartamento en venta en Chapinero Central;2;2;79;Chapinero Central;366000000.0;94794.09
Apartamento;Apartamento en venta en Usaquén;2;2;96;Usaquén;980000000.0;253820.25
Apartamento;Apartamento en venta en Colina Campestre;3;2;93;Colina Campestre;478900000.0;124035.22
Apartamento;Apartamento en venta en Chico Reservado;3;4;328;Chico Reservado;4300000000.0;1113701.11
Casa;Casa en venta en Teusaquillo;5;3;207;Teusaquillo;1000000000.0;259000.26
Apartamento;Apartamento en venta en Santa Barbara;2;3;81;Santa Barbara;470000000.0;121730.12
Apartamento;Apartamento en venta en Los Rosales;3;4;200;Los Rosales;1300000000.0;336700.34
Apartamento;Apartamento en venta en Chico Norte;2;2;83;Chico Norte;520000000.0;134680.13
Apartamento;Apartamento en venta en Chapinero;3;3;166;Chapinero;1200000000.0;310800.31
Casa;Casa en venta en Chapinero;12;2;769;Chapinero;6160000000.0;1595441.6
Apartamento;Apartamento en venta en Los Rosales;3;2;133;Los Rosales;870000000.0;225330.23
Apartamento;Apartamento en venta en Chico Norte;1;2;54;Chico Norte;420000000.0;108780.11
Apartamento;Apartamento en venta en Chapinero;3;4;196;Chapinero;1550000000.0;401450.4
Casa;Casa en venta en Chapinero;4;5;480;Chapinero;1500000000.0;388500.39
Casa;Casa en venta en Chapinero;6;3;1300;Chapinero;4000000000.0;1036001.04
Apartamento;Apartamento en venta en Ricaurte;3;3;121;Ricaurte;340000000.0;88060.09
Apartamento;Apartamento en venta en Chico Reservado;2;3;105;Chico Reservado;700000000.0;181300.18
Apartamento;Apartamento en venta en Los Rosales;3;5;174;Los Rosales;1390000000.0;360010.36
Casa;Casa en venta en Barrios Unidos;4;4;278;Barrios Unidos;998000000.0;258482.26
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;49;Zona Noroccidental;157000000.0;40663.04
Casa;Casa en venta en Teusaquillo;11;6;300;Teusaquillo;1100000000.0;284900.28
Apartamento;Apartamento en venta en Teusaquillo;2;2;61;Teusaquillo;490000000.0;126910.13
Apartamento;Apartamento en venta en Santa Barbara;3;4;167;Santa Barbara;875000000.0;226625.23
Apartamento;Apartamento en venta en Usaquén;3;2;63;Usaquén;270000000.0;69930.07
Casa;Casa en venta en Cedritos;3;3;135;Cedritos;610000000.0;157990.16
Casa;Casa en venta en Madelena;6;4;306;Madelena;650000000.0;168350.17
Apartamento;Apartamento en venta en Zona Noroccidental;2;2;47;Zona Noroccidental;250000000.0;64750.06
Apartamento;Apartamento en venta en Cedritos;3;2;62;Cedritos;280000000.0;72520.07
Apartamento;Apartamento en venta en Barrios Unidos;2;2;87;Barrios Unidos;560000000.0;145040.15
Apartamento;Apartamento en venta en Engativa;3;1;56;Engativa;200000000.0;51800.05
Oficina/Consultorio;Oficina/Consultorio en venta en Zona Noroccidental;1;1;490;Zona Noroccidental;1700000000.0;440300.44
Apartamento;Apartamento en venta en Santa Barbara;3;2;121;Santa Barbara;500000000.0;129500.13
Oficina/Consultorio;Oficina/Consultorio en venta en La Candelaria;1;1;24;La Candelaria;74300000.0;19243.72
Oficina/Consultorio;Oficina/Consultorio en venta en La Candelaria;3;2;57;La Candelaria;144000000.0;37296.04
Apartamento;Apartamento en venta en Bogotá D.C;3;2;68;Bogotá D.C;140000000.0;36260.04
Oficina/Consultorio;Oficina/Consultorio en venta en La Candelaria;1;2;24;La Candelaria;60000000.0;15540.02
Apartamento;Apartamento en venta en Bella Suiza;3;3;85;Bella Suiza;400000000.0;103600.1
Casa;Casa en venta en Zona Noroccidental;7;4;72;Zona Noroccidental;320000000.0;82880.08
Casa;Casa en venta en Zona Noroccidental;5;4;300;Zona Noroccidental;950000000.0;246050.25
Apartamento;Apartamento en venta en Usaquén;4;5;320;Usaquén;1900000000.0;492100.49
Apartamento;Apartamento en venta en Zona Noroccidental;3;3;221;Zona Noroccidental;1120000000.0;290080.29
Apartamento;Apartamento en venta en Zona Noroccidental;3;3;94;Zona Noroccidental;550000000.0;142450.14
Apartamento;Apartamento en venta en Suba;3;2;58;Suba;260000000.0;67340.07
Apartamento;Apartamento en venta en Santa Barbara;3;2;91;Santa Barbara;450000000.0;116550.12
Apartamento;Apartamento en venta en Cedritos;2;2;75;Cedritos;440000000.0;113960.11
Edificio;Edificio en venta en Villas De Granada;6;3;260;Villas De Granada;1350000000.0;349650.35
Casa;Casa en venta en Engativa;4;2;140;Engativa;480000000.0;124320.12
Casa;Casa en venta en Zona Noroccidental;6;3;168;Zona Noroccidental;568000000.0;147112.15
Apartamento;Apartamento en venta en Engativa;2;1;47;Engativa;145000000.0;37555.04
Edificio;Edificio en venta en Veraguas;9;5;1200;Veraguas;3000000000.0;777000.78
Apartamento;Apartamento en venta en El Salitre;3;2;75;El Salitre;229000000.0;59311.06
Casa;Casa en venta en Suba;2;1;41;Suba;135000000.0;34965.03
Apartamento;Apartamento en venta en Cedritos;3;3;104;Cedritos;596000000.0;154364.15
Casa;Casa en venta en Antonio Nariño;9;5;236;Antonio Nariño;870000000.0;225330.23
Apartamento;Apartamento en venta en Usaquén;2;2;67;Usaquén;320000000.0;82880.08
Oficina/Consultorio;Oficina/Consultorio en venta en Chico Reservado;8;4;314;Chico Reservado;1690000000.0;437710.44
Casa;Casa en venta en El Batán;4;3;286;El Batán;1070000000.0;277130.28
Apartamento;Apartamento en venta en La Calleja;3;5;166;La Calleja;1250000000.0;323750.32
Apartamento;Apartamento en venta en Cedritos;3;2;103;Cedritos;618000000.0;160062.16
Apartamento;Apartamento en venta en Suba;3;2;78;Suba;310000000.0;80290.08
Apartamento;Apartamento en venta en Usaquén;2;3;144;Usaquén;980000000.0;253820.25
Apartamento;Apartamento en venta en Barrios Unidos;3;2;48;Barrios Unidos;117000000.0;30303.03
Apartamento;Apartamento en venta en Barrios Unidos;3;2;54;Barrios Unidos;127000000.0;32893.03
Apartamento;Apartamento en venta en Barrios Unidos;2;1;36;Barrios Unidos;120000000.0;31080.03
Apartamento;Apartamento en venta en Quinta Camacho;3;3;162;Quinta Camacho;1450000000.0;375550.38
Apartamento;Apartamento en venta en Barrios Unidos;3;2;132;Barrios Unidos;264710000.0;68559.96
Apartamento;Apartamento en venta en Barrios Unidos;3;2;81;Barrios Unidos;262000000.0;67858.07
Casa;Casa en venta en Suba;3;3;74;Suba;320000000.0;82880.08
Apartamento;Apartamento en venta en Barrios Unidos;2;1;36;Barrios Unidos;229000000.0;59311.06
Apartamento;Apartamento en venta en Barrios Unidos;2;2;67;Barrios Unidos;360000000.0;93240.09
Apartamento;Apartamento en venta en Barrios Unidos;2;2;58;Barrios Unidos;285500000.0;73944.57
Apartamento;Apartamento en venta en Barrios Unidos;3;2;60;Barrios Unidos;252000000.0;65268.07
Apartamento;Apartamento en venta en Barrios Unidos;3;3;82;Barrios Unidos;252000000.0;65268.07
Apartamento;Apartamento en venta en Barrios Unidos;1;1;53;Barrios Unidos;435000000.0;112665.11
Apartamento;Apartamento en venta en Kennedy;3;2;61;Kennedy;240000000.0;62160.06
Apartamento;Apartamento en venta en Fontibón;1;2;44;Fontibón;260000000.0;67340.07
Apartamento;Apartamento en venta en Barrios Unidos;3;2;52;Barrios Unidos;125000000.0;32375.03
Apartamento;Apartamento en venta en Barrios Unidos;3;2;54;Barrios Unidos;230000000.0;59570.06
Apartamento;Apartamento en venta en Barrios Unidos;3;1;47;Barrios Unidos;102000000.0;26418.03
Casa;Casa en venta en Barrios Unidos;3;2;102;Barrios Unidos;550000000.0;142450.14
Apartamento;Apartamento en venta en Barrios Unidos;2;2;74;Barrios Unidos;474000000.0;122766.12
Apartamento;Apartamento en venta en Barrios Unidos;3;2;64;Barrios Unidos;176000000.0;45584.05
Apartamento;Apartamento en venta en Barrios Unidos;2;1;44;Barrios Unidos;144000000.0;37296.04
Apartamento;Apartamento en venta en Barrios Unidos;3;1;45;Barrios Unidos;170000000.0;44030.04
Casa;Casa en venta en Suba;3;2;117;Suba;500000000.0;129500.13
Apartamento;Apartamento en venta en Barrios Unidos;2;2;60;Barrios Unidos;232000000.0;60088.06
Apartamento;Apartamento en venta en Barrios Unidos;3;2;101;Barrios Unidos;420500000.0;108909.61
Apartamento;Apartamento en venta en Barrios Unidos;3;2;93;Barrios Unidos;409500000.0;106060.61
Casa;Casa en venta en Engativa;4;3;147;Engativa;480000000.0;124320.12
Apartamento;Apartamento en venta en Chapinero;3;2;76;Chapinero;315000000.0;81585.08
Casa;Casa en venta en Niza;3;3;228;Niza;990000000.0;256410.26
Apartamento;Apartamento en venta en Chico Norte;2;3;81;Chico Norte;670000000.0;173530.17
Apartamento;Apartamento en venta en Chico Norte;2;3;109;Chico Norte;975000000.0;252525.25
Apartamento;Apartamento en venta en Los Rosales;1;2;90;Los Rosales;1600000000.0;414400.41
Apartamento;Apartamento en venta en Chapinero;3;4;205;Chapinero;1450000000.0;375550.38
Apartamento;Apartamento en venta en Chico Norte;1;1;58;Chico Norte;633710000.0;164131.05
Apartamento;Apartamento en venta en Los Rosales;3;4;250;Los Rosales;1900000000.0;492100.49
Casa;Casa en venta en Chapinero Alto;11;4;526;Chapinero Alto;2400000000.0;621600.62
Apartamento;Apartamento en venta en Chico Reservado;2;3;192;Chico Reservado;1550000000.0;401450.4
Apartamento;Apartamento en venta en Los Rosales;3;5;381;Los Rosales;8358000000.0;2164724.16
Apartamento;Apartamento en venta en Castilla;3;2;76;Castilla;385000000.0;99715.1
Apartamento;Apartamento en venta en Zona Noroccidental;3;4;360;Zona Noroccidental;1400000000.0;362600.36
Apartamento;Apartamento en venta en Chapinero;3;4;247;Chapinero;1820000000.0;471380.47
Apartamento;Apartamento en venta en Santa Barbara;3;3;118;Santa Barbara;460000000.0;119140.12
Apartamento;Apartamento en venta en Chapinero Alto;1;2;86;Chapinero Alto;650000000.0;168350.17
Apartamento;Apartamento en venta en Chico Navarra;3;5;192;Chico Navarra;1250000000.0;323750.32
Apartamento;Apartamento en venta en Teusaquillo;4;3;122;Teusaquillo;390000000.0;101010.1
Apartamento;Apartamento en venta en Santa Barbara;1;2;60;Santa Barbara;480000000.0;124320.12
Edificio;Edificio en venta en Restrepo;13;6;600;Restrepo;1300000000.0;336700.34
Apartamento;Apartamento en venta en Chico Norte Ii;3;2;133;Chico Norte Ii;550000000.0;142450.14
Apartamento;Apartamento en venta en Hayuelos;3;2;54;Hayuelos;280000000.0;72520.07
Casa;Casa en venta en Santa Barbara;4;4;220;Santa Barbara;1250000000.0;323750.32
Apartamento;Apartamento en venta en Rafael Uribe Uribe;3;1;50;Rafael Uribe Uribe;140000000.0;36260.04
Apartamento;Apartamento en venta en Chapinero Central;1;1;35;Chapinero Central;230000000.0;59570.06
Apartamento;Apartamento en venta en Chico Norte;2;3;98;Chico Norte;650000000.0;168350.17
Apartamento;Apartamento en venta en Chico Reservado;3;4;140;Chico Reservado;790000000.0;204610.2
Apartamento;Apartamento en venta en Cedritos;3;2;77;Cedritos;350000000.0;90650.09
Casa;Casa en venta en Bosque Popular;8;6;354;Bosque Popular;880000000.0;227920.23
Casa;Casa en venta en Modelia;7;6;287;Modelia;750000000.0;194250.19
Apartamento;Apartamento en venta en Cedritos;3;2;66;Cedritos;318000000.0;82362.08
Lote;Lote en venta en Usaquén;4;2;218;Usaquén;1100000000.0;284900.28
Apartamento;Apartamento en venta en Los Rosales;3;3;105;Los Rosales;750000000.0;194250.19
Casa;Casa en venta en Pontevedra ;4;3;267;Pontevedra ;1100000000.0;284900.28
Apartamento;Apartamento en venta en Chico Reservado;2;2;77;Chico Reservado;850000000.0;220150.22
Apartamento;Apartamento en venta en Chico Reservado;2;3;105;Chico Reservado;790000000.0;204610.2
Apartamento;Apartamento en venta en Bella Suiza;3;4;179;Bella Suiza;1200000000.0;310800.31
Apartamento;Apartamento en venta en Usme;4;4;205;Usme;2150000000.0;556850.56
Apartamento;Apartamento en venta en Los Rosales;2;3;149;Los Rosales;950000000.0;246050.25
Apartamento;Apartamento en venta en Chico Navarra;2;2;63;Chico Navarra;360000000.0;93240.09
Apartamento;Apartamento en venta en Los Rosales;2;2;84;Los Rosales;550000000.0;142450.14
Apartamento;Apartamento en venta en Las Villas;3;2;97;Las Villas;567240000.0;146915.31
Apartamento;Apartamento en venta en Chapinero Alto;2;2;97;Chapinero Alto;570000000.0;147630.15
Apartamento;Apartamento en venta en Bella Suiza;3;4;130;Bella Suiza;830000000.0;214970.21
Casa;Casa en venta en Las Villas;6;4;291;Las Villas;1250000000.0;323750.32
Apartamento;Apartamento en venta en El Chicó;3;2;112;El Chicó;520000000.0;134680.13
Apartamento;Apartamento en venta en El Chicó;4;4;110;El Chicó;890000000.0;230510.23
Apartamento;Apartamento en venta en Cedritos;3;2;78;Cedritos;315000000.0;81585.08
Apartamento;Apartamento en venta en Bella Suiza;3;2;132;Bella Suiza;900000000.0;233100.23
Apartamento;Apartamento en venta en Barrios Unidos;3;2;72;Barrios Unidos;335000000.0;86765.09
Apartamento;Apartamento en venta en Usaquén;4;6;253;Usaquén;1350000000.0;349650.35
Casa;Casa en venta en Zona Noroccidental;4;5;481;Zona Noroccidental;2800000000.0;725200.73
Apartamento;Apartamento en venta en Bella Suiza;1;2;56;Bella Suiza;360000000.0;93240.09
Apartamento;Apartamento en venta en Villa Alsacia;3;2;86;Villa Alsacia;450000000.0;116550.12
Apartamento;Apartamento en venta en Zona Noroccidental;3;4;180;Zona Noroccidental;920000000.0;238280.24
Casa;Casa en venta en Santa Fe;3;4;117;Santa Fe;610000000.0;157990.16
Apartamento;Apartamento en venta en Santa Barbara;3;3;244;Santa Barbara;950000000.0;246050.25
Apartamento;Apartamento en venta en Chico Norte;3;3;155;Chico Norte;850000000.0;220150.22
Casa;Casa en venta en Engativa;4;4;250;Engativa;870000000.0;225330.23
Casa;Casa en venta en Kennedy;4;2;72;Kennedy;280000000.0;72520.07
Casa;Casa en venta en Engativa;4;1;90;Engativa;700000000.0;181300.18
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;61;Zona Noroccidental;335000000.0;86765.09
Apartamento;Apartamento en venta en Chico Reservado;2;2;105;Chico Reservado;550000000.0;142450.14
Apartamento;Apartamento en venta en Bella Suiza;3;2;95;Bella Suiza;450000000.0;116550.12
Apartamento;Apartamento en venta en Usaquén;3;3;140;Usaquén;960000000.0;248640.25
Apartamento;Apartamento en venta en Los Rosales;4;6;476;Los Rosales;1700000000.0;440300.44
Apartamento;Apartamento en venta en El Chicó;1;1;57;El Chicó;345000000.0;89355.09
Apartamento;Apartamento en venta en Cedritos;3;2;104;Cedritos;485000000.0;125615.13
Apartamento;Apartamento en venta en Chapinero Alto;1;2;72;Chapinero Alto;520000000.0;134680.13
Apartamento;Apartamento en venta en Hayuelos;3;2;70;Hayuelos;330000000.0;85470.09
Casa;Casa en venta en Engativa;4;3;170;Engativa;750000000.0;194250.19
Apartamento;Apartamento en venta en Chico Norte;3;3;110;Chico Norte;650000000.0;168350.17
Apartamento;Apartamento en venta en Chico Norte;1;1;65;Chico Norte;585000000.0;151515.15
Casa;Casa en venta en Barrios Unidos;4;2;226;Barrios Unidos;750000000.0;194250.19
Apartamento;Apartamento en venta en Fontibón;1;2;50;Fontibón;380000000.0;98420.1
Apartamento;Apartamento en venta en Chapinero;3;4;254;Chapinero;4000000000.0;1036001.04
Apartamento;Apartamento en venta en Engativa;3;1;90;Engativa;190000000.0;49210.05
Apartamento;Apartamento en venta en Chapinero Alto;1;1;62;Chapinero Alto;370000000.0;95830.1
Apartamento;Apartamento en venta en El Virrey;3;3;124;El Virrey;1600000000.0;414400.41
Apartamento;Apartamento en venta en Bella Suiza;2;2;63;Bella Suiza;285000000.0;73815.07
Apartamento;Apartamento en venta en El Virrey;3;3;127;El Virrey;1240000000.0;321160.32
Casa;Casa en venta en Usaquén;4;3;237;Usaquén;975000000.0;252525.25
Apartamento;Apartamento en venta en Chapinero;1;1;42;Chapinero;410000000.0;106190.11
Casa;Casa en venta en Kennedy;5;4;213;Kennedy;670000000.0;173530.17
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;70;Zona Noroccidental;230000000.0;59570.06
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;77;Zona Noroccidental;345000000.0;89355.09
Apartamento;Apartamento en venta en Usaquén;3;2;73;Usaquén;450000000.0;116550.12
Apartamento;Apartamento en venta en Chapinero Alto;2;3;117;Chapinero Alto;960000000.0;248640.25
Oficina/Consultorio;Oficina/Consultorio en venta en Chico Norte;1;1;872;Chico Norte;6720791000.0;1740686.61
Casa;Casa en venta en Mirandela ;3;3;77;Mirandela ;370000000.0;95830.1
Oficina/Consultorio;Oficina/Consultorio en venta en Usaquén;1;1;455;Usaquén;3143226000.0;814096.35
Apartamento;Apartamento en venta en Los Rosales;3;4;299;Los Rosales;1833000000.0;474747.47
Apartamento;Apartamento en venta en Usaquén;3;4;225;Usaquén;1150000000.0;297850.3
Apartamento;Apartamento en venta en Chapinero Alto;1;2;60;Chapinero Alto;399000000.0;103341.1
Apartamento;Apartamento en venta en Usaquén;3;3;220;Usaquén;1750000000.0;453250.45
Apartamento;Apartamento en venta en Mazuren;3;2;76;Mazuren;340000000.0;88060.09
Apartamento;Apartamento en venta en Chico Reservado;3;5;293;Chico Reservado;3950000000.0;1023051.02
Apartamento;Apartamento en venta en Zona Noroccidental;3;3;137;Zona Noroccidental;750000000.0;194250.19
Apartamento;Apartamento en venta en Nueva Castilla;2;1;40;Nueva Castilla;130000000.0;33670.03
Apartamento;Apartamento en venta en Usaquén;4;5;290;Usaquén;2290000000.0;593110.59
Apartamento;Apartamento en venta en Cedritos;4;3;137;Cedritos;760000000.0;196840.2
Apartamento;Apartamento en venta en Chico Norte;3;2;102;Chico Norte;800000000.0;207200.21
Apartamento;Apartamento en venta en Suba;3;1;53;Suba;140000000.0;36260.04
Apartamento;Apartamento en venta en Santa Barbara;1;1;59;Santa Barbara;380000000.0;98420.1
Apartamento;Apartamento en venta en Cedritos;1;2;51;Cedritos;340000000.0;88060.09
Apartamento;Apartamento en venta en Barrios Unidos;2;1;57;Barrios Unidos;285000000.0;73815.07
Apartamento;Apartamento en venta en Chico Norte;3;3;171;Chico Norte;2750000000.0;712250.71
Apartamento;Apartamento en venta en Santa Barbara;3;3;157;Santa Barbara;930000000.0;240870.24
Apartamento;Apartamento en venta en Chico Norte;2;3;114;Chico Norte;820000000.0;212380.21
Apartamento;Apartamento en venta en Alhambra;2;2;113;Alhambra;480000000.0;124320.12
Casa;Casa en venta en Usaquén;6;5;256;Usaquén;750000000.0;194250.19
Apartamento;Apartamento en venta en Bella Suiza;2;2;78;Bella Suiza;400000000.0;103600.1
Apartamento;Apartamento en venta en Ciudad Bolívar;3;3;115;Ciudad Bolívar;1160000000.0;300440.3
Apartamento;Apartamento en venta en Usaquén;4;4;205;Usaquén;1500000000.0;388500.39
Apartamento;Apartamento en venta en Cedritos;2;2;90;Cedritos;460000000.0;119140.12
Apartamento;Apartamento en venta en Chico Reservado;2;2;123;Chico Reservado;420000000.0;108780.11
Apartamento;Apartamento en venta en Castilla;3;2;70;Castilla;220000000.0;56980.06
Casa;Casa en venta en Kennedy;3;3;86;Kennedy;285000000.0;73815.07
Apartamento;Apartamento en venta en Suba;3;2;80;Suba;315000000.0;81585.08
Apartamento;Apartamento en venta en Barrios Unidos;2;2;83;Barrios Unidos;560000000.0;145040.15
Apartamento;Apartamento en venta en Santa Fe;1;1;41;Santa Fe;220000000.0;56980.06
Casa;Casa en venta en Zona Noroccidental;4;3;200;Zona Noroccidental;890000000.0;230510.23
Apartamento;Apartamento en venta en El Chicó;3;3;193;El Chicó;980000000.0;253820.25
Apartamento;Apartamento en venta en Chapinero;2;3;150;Chapinero;1300000000.0;336700.34
Casa;Casa en venta en Barrios Unidos;4;3;170;Barrios Unidos;800000000.0;207200.21
Casa;Casa en venta en Usaquén;4;2;216;Usaquén;650000000.0;168350.17
Apartamento;Apartamento en venta en Cedritos;2;2;66;Cedritos;440000000.0;113960.11
Oficina/Consultorio;Oficina/Consultorio en venta en Chapinero;7;1;56;Chapinero;280000000.0;72520.07
Apartamento;Apartamento en venta en Santa Fe;3;2;92;Santa Fe;430000000.0;111370.11
Apartamento;Apartamento en venta en Usaquén;2;2;60;Usaquén;285000000.0;73815.07
Casa;Casa en venta en Barrios Unidos;2;3;176;Barrios Unidos;690000000.0;178710.18
Apartamento;Apartamento en venta en Barrios Unidos;2;1;38;Barrios Unidos;220000000.0;56980.06
Apartamento;Apartamento en venta en Usaquén;2;2;69;Usaquén;410000000.0;106190.11
Apartamento;Apartamento en venta en El Virrey;3;4;143;El Virrey;1000000000.0;259000.26
Apartamento;Apartamento en venta en Bella Suiza;3;3;71;Bella Suiza;350000000.0;90650.09
Apartamento;Apartamento en venta en Zona Noroccidental;2;1;48;Zona Noroccidental;190000000.0;49210.05
Edificio;Edificio en venta en Usaquén;12;7;1664;Usaquén;16000000000.0;4144004.14
Apartamento;Apartamento en venta en Engativa;3;2;55;Engativa;210000000.0;54390.05
Casa;Casa en venta en Santa Ana;3;4;134;Santa Ana;1200000000.0;310800.31
Apartamento;Apartamento en venta en Galerias;3;2;60;Galerias;430000000.0;111370.11
Apartamento;Apartamento en venta en Cedritos;3;2;78;Cedritos;320000000.0;82880.08
Apartamento;Apartamento en venta en Cedritos;1;2;52;Cedritos;375000000.0;97125.1
Casa;Casa en venta en Los Mártires;4;4;355;Los Mártires;620000000.0;160580.16
Apartamento;Apartamento en venta en Santa Barbara;1;1;45;Santa Barbara;359000000.0;92981.09
Apartamento;Apartamento en venta en Zona Noroccidental;2;2;79;Zona Noroccidental;400000000.0;103600.1
Apartamento;Apartamento en venta en Chapinero;4;6;396;Chapinero;2750000000.0;712250.71
Apartamento;Apartamento en venta en Chico Norte;1;1;42;Chico Norte;425000000.0;110075.11
Apartamento;Apartamento en venta en Usaquén;3;3;135;Usaquén;950000000.0;246050.25
Apartamento;Apartamento en venta en Chapinero Alto;3;3;180;Chapinero Alto;950000000.0;246050.25
Casa;Casa en venta en Rafael Uribe Uribe;4;4;217;Rafael Uribe Uribe;600000000.0;155400.16
Apartamento;Apartamento en venta en Tintala;2;1;49;Tintala;135000000.0;34965.03
Apartamento;Apartamento en venta en Lagos De Cordoba;3;3;108;Lagos De Cordoba;587000000.0;152033.15
Local;Local en venta en Galerias;10;6;350;Galerias;1350000000.0;349650.35
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;78;Zona Noroccidental;550000000.0;142450.14
Apartamento;Apartamento en venta en Usaquén;3;2;101;Usaquén;630000000.0;163170.16
Casa;Casa en venta en Fontibón;16;6;380;Fontibón;760000000.0;196840.2
Apartamento;Apartamento en venta en Kennedy;3;2;62;Kennedy;242000000.0;62678.06
Apartamento;Apartamento en venta en Salitre ;4;3;101;Salitre ;615000000.0;159285.16
Apartamento;Apartamento en venta en Zona Noroccidental;1;1;57;Zona Noroccidental;345000000.0;89355.09
Casa;Casa en venta en Gratamira;3;4;190;Gratamira;740000000.0;191660.19
