Tipo;Descripcion;Habitaciones;Baños;Área;Barrio;Valor;Valor_USD
Apartamento;Apartamento en venta en Santa Barbara;3;3;102;Santa Barbara;380000000.0;98420.1
Apartamento;Apartamento en venta en El Chicó;3;3;109;El Chicó;594000000.0;153846.15
Apartamento;Apartamento en venta en Chico Navarra;4;6;316;Chico Navarra;1900000000.0;492100.49
Apartamento;Apartamento en venta en Usaquén;4;4;290;Usaquén;1690000000.0;437710.44
Apartamento;Apartamento en venta en Usaquén;4;4;301;Usaquén;2400000000.0;621600.62
Apartamento;Apartamento en venta en Cedritos;1;1;57;Cedritos;320000000.0;82880.08
Casa;Casa en venta en Santa Paula;4;3;220;Santa Paula;1300000000.0;336700.34
Apartamento;Apartamento en venta en Santa Barbara;3;3;314;Santa Barbara;2200000000.0;569800.57
Casa;Casa en venta en San Patricio;3;5;331;San Patricio;2500000000.0;647500.65
Apartamento;Apartamento en venta en Santa Barbara;3;3;175;Santa Barbara;1050000000.0;271950.27
Apartamento;Apartamento en venta en Santa Barbara;4;5;220;Santa Barbara;1180000000.0;305620.31
Apartamento;Apartamento en venta en Usaquén;2;2;63;Usaquén;360000000.0;93240.09
Apartamento;Apartamento en venta en Usaquén;3;3;128;Usaquén;590000000.0;152810.15
Apartamento;Apartamento en venta en Bella Suiza;2;3;93;Bella Suiza;740607900.0;191817.64
Casa;Casa en venta en Madelena;3;2;82;Madelena;250000000.0;64750.06
Casa;Casa en venta en Zona Noroccidental;5;5;753;Zona Noroccidental;2950000000.0;764050.76
Casa;Casa en venta en Los Rosales;3;3;158;Los Rosales;1180000000.0;305620.31
Apartamento;Apartamento en venta en Santa Barbara;1;1;46;Santa Barbara;280000000.0;72520.07
Casa;Casa en venta en Engativa;4;2;177;Engativa;639000000.0;165501.17
Apartamento;Apartamento en venta en Los Rosales;3;4;257;Los Rosales;2300000000.0;595700.6
Apartamento;Apartamento en venta en Bosa;3;2;45;Bosa;144000000.0;37296.04
Apartamento;Apartamento en venta en Cedritos;3;5;141;Cedritos;890000000.0;230510.23
Apartamento;Apartamento en venta en Usaquén;5;4;150;Usaquén;580000000.0;150220.15
Casa;Casa en venta en Usaquén;10;6;200;Usaquén;1350000000.0;349650.35
Apartamento;Apartamento en venta en Usaquén;5;3;193;Usaquén;895000000.0;231805.23
Casa;Casa en venta en Barrios Unidos;4;4;400;Barrios Unidos;2600000000.0;673400.67
Apartamento;Apartamento en venta en Barrios Unidos;3;2;49;Barrios Unidos;100000000.0;25900.03
Apartamento;Apartamento en venta en Barrios Unidos;2;2;60;Barrios Unidos;340000000.0;88060.09
Apartamento;Apartamento en venta en Barrios Unidos;1;2;53;Barrios Unidos;438000000.0;113442.11
Apartamento;Apartamento en venta en Alhambra;3;4;164;Alhambra;780000000.0;202020.2
Apartamento;Apartamento en venta en Barrios Unidos;2;1;42;Barrios Unidos;111500000.0;28878.53
Apartamento;Apartamento en venta en Barrios Unidos;3;2;61;Barrios Unidos;229000000.0;59311.06
Oficina/Consultorio;Oficina/Consultorio en venta en Chico Norte;2;1;53;Chico Norte;350000000.0;90650.09
Apartamento;Apartamento en venta en Barrios Unidos;3;2;57;Barrios Unidos;150000000.0;38850.04
Apartamento;Apartamento en venta en Barrios Unidos;1;2;52;Barrios Unidos;380000000.0;98420.1
Apartamento;Apartamento en venta en Barrios Unidos;3;2;45;Barrios Unidos;170000000.0;44030.04
Apartamento;Apartamento en venta en Barrios Unidos;3;2;66;Barrios Unidos;338000000.0;87542.09
Apartamento;Apartamento en venta en Barrios Unidos;2;2;60;Barrios Unidos;384000000.0;99456.1
Apartamento;Apartamento en venta en Barrios Unidos;3;2;81;Barrios Unidos;311000000.0;80549.08
Apartamento;Apartamento en venta en Barrios Unidos;3;2;75;Barrios Unidos;469000000.0;121471.12
Apartamento;Apartamento en venta en San Patricio;3;3;104;San Patricio;800000000.0;207200.21
Apartamento;Apartamento en venta en Barrios Unidos;3;2;59;Barrios Unidos;170000000.0;44030.04
Apartamento;Apartamento en venta en Barrios Unidos;3;2;66;Barrios Unidos;235000000.0;60865.06
Apartamento;Apartamento en venta en Barrios Unidos;3;2;95;Barrios Unidos;449500000.0;116420.62
Apartamento;Apartamento en venta en Barrios Unidos;3;2;67;Barrios Unidos;270164320.0;69972.63
Casa;Casa en venta en Castilla;4;3;222;Castilla;680000000.0;176120.18
Apartamento;Apartamento en venta en Barrios Unidos;1;2;51;Barrios Unidos;419000000.0;108521.11
Casa;Casa en venta en Barrios Unidos;5;3;358;Barrios Unidos;680000000.0;176120.18
Apartamento;Apartamento en venta en Barrios Unidos;3;2;48;Barrios Unidos;94500000.0;24475.52
Apartamento;Apartamento en venta en Barrios Unidos;2;3;156;Barrios Unidos;628000000.0;162652.16
Apartamento;Apartamento en venta en Usaquén;3;2;116;Usaquén;520000000.0;134680.13
Casa;Casa en venta en Barrios Unidos;3;3;102;Barrios Unidos;360000000.0;93240.09
Apartamento;Apartamento en venta en Usaquén;3;3;101;Usaquén;460000000.0;119140.12
Apartamento;Apartamento en venta en Usaquén;3;2;80;Usaquén;320000000.0;82880.08
Casa;Casa en venta en Engativa;5;3;195;Engativa;640000000.0;165760.17
Apartamento;Apartamento en venta en Chico Reservado;3;5;187;Chico Reservado;1484999936.0;384615.37
Apartamento;Apartamento en venta en Usaquén;3;3;77;Usaquén;330000000.0;85470.09
Casa;Casa en venta en Barrios Unidos;3;3;148;Barrios Unidos;750000000.0;194250.19
Casa;Casa en venta en Suba;3;7;600;Suba;2500000000.0;647500.65
Apartamento;Apartamento en venta en Las Nieves;2;2;65;Las Nieves;670000000.0;173530.17
Apartamento;Apartamento en venta en Barrios Unidos;3;2;91;Barrios Unidos;400000000.0;103600.1
Casa;Casa en venta en Suba;4;3;130;Suba;390000000.0;101010.1
Apartamento;Apartamento en venta en Nicolas De Federman;3;2;80;Nicolas De Federman;580000000.0;150220.15
Casa;Casa en venta en Chapinero;10;4;160;Chapinero;550000000.0;142450.14
Casa;Casa en venta en Barrios Unidos;12;8;322;Barrios Unidos;580000000.0;150220.15
Casa;Casa en venta en Usaquén;3;3;131;Usaquén;750000000.0;194250.19
Apartamento;Apartamento en venta en Barrios Unidos;3;3;166;Barrios Unidos;990000000.0;256410.26
Apartamento;Apartamento en venta en Barrios Unidos;3;3;97;Barrios Unidos;345000000.0;89355.09
Casa;Casa en venta en Santa Barbara;4;5;418;Santa Barbara;3200000000.0;828800.83
Apartamento;Apartamento en venta en Barrios Unidos;3;2;68;Barrios Unidos;350000000.0;90650.09
Casa;Casa en venta en Engativa;8;3;288;Engativa;610000000.0;157990.16
Apartamento;Apartamento en venta en Barrios Unidos;1;2;61;Barrios Unidos;599000000.0;155141.16
Apartamento;Apartamento en venta en Barrios Unidos;3;2;105;Barrios Unidos;205000000.0;53095.05
Apartamento;Apartamento en venta en Barrios Unidos;3;2;67;Barrios Unidos;279280160.0;72333.63
Casa;Casa en venta en Usaquén;3;4;270;Usaquén;1400000000.0;362600.36
Casa;Casa en venta en Barrios Unidos;6;7;636;Barrios Unidos;3149100032.0;815617.72
Apartamento;Apartamento en venta en Cedritos;3;2;80;Cedritos;280000000.0;72520.07
Apartamento;Apartamento en venta en Santa Teresa;3;2;58;Santa Teresa;251000000.0;65009.07
Casa;Casa en venta en Teusaquillo;10;7;400;Teusaquillo;1200000000.0;310800.31
Apartamento;Apartamento en venta en Santa Barbara;3;3;123;Santa Barbara;500000000.0;129500.13
Apartamento;Apartamento en venta en Barrios Unidos;3;2;89;Barrios Unidos;500000000.0;129500.13
Local;Local en venta en Chapinero;16;9;650;Chapinero;5800000000.0;1502201.5
Apartamento;Apartamento en venta en Barrios Unidos;2;2;97;Barrios Unidos;379000000.0;98161.1
Apartamento;Apartamento en venta en Barrios Unidos;2;3;97;Barrios Unidos;377000000.0;97643.1
Apartamento;Apartamento en venta en Barrios Unidos;3;3;60;Barrios Unidos;197000000.0;51023.05
Apartamento;Apartamento en venta en Santa Barbara;3;3;165;Santa Barbara;590000000.0;152810.15
Apartamento;Apartamento en venta en Barrios Unidos;3;4;346;Barrios Unidos;3627099904.0;939419.81
Casa;Casa en venta en Cedritos;3;4;173;Cedritos;1150000000.0;297850.3
Casa;Casa en venta en Usaquén;3;2;70;Usaquén;230000000.0;59570.06
Casa;Casa en venta en Engativa;4;2;80;Engativa;260000000.0;67340.07
Casa;Casa en venta en Barrios Unidos;6;3;350;Barrios Unidos;1700000000.0;440300.44
Apartamento;Apartamento en venta en Barrios Unidos;2;2;89;Barrios Unidos;134135000.0;34741.0
Apartamento;Apartamento en venta en Barrios Unidos;3;1;47;Barrios Unidos;109700000.0;28412.33
Apartamento;Apartamento en venta en Barrios Unidos;3;3;96;Barrios Unidos;324100000.0;83941.98
Apartamento;Apartamento en venta en Santa Barbara;2;2;66;Santa Barbara;430000000.0;111370.11
Apartamento;Apartamento en venta en Barrios Unidos;3;4;230;Barrios Unidos;1100000000.0;284900.28
Casa;Casa en venta en Suba;3;3;98;Suba;310000000.0;80290.08
Apartamento;Apartamento en venta en Barrios Unidos;2;2;110;Barrios Unidos;220000000.0;56980.06
Casa;Casa en venta en Barrios Unidos;4;3;100;Barrios Unidos;425000000.0;110075.11
Apartamento;Apartamento en venta en Barrios Unidos;3;2;63;Barrios Unidos;230000000.0;59570.06
Apartamento;Apartamento en venta en Kennedy;3;2;72;Kennedy;440000000.0;113960.11
Casa;Casa en venta en Santa Barbara;5;6;420;Santa Barbara;3400000000.0;880600.88
Apartamento;Apartamento en venta en Barrios Unidos;3;2;87;Barrios Unidos;415000000.0;107485.11
Casa;Casa en venta en Barrios Unidos;6;5;151;Barrios Unidos;1200000000.0;310800.31
Apartamento;Apartamento en venta en Usaquén;5;5;165;Usaquén;590000000.0;152810.15
Apartamento;Apartamento en venta en Engativa;3;2;72;Engativa;280000000.0;72520.07
Apartamento;Apartamento en venta en Santa Fe;1;1;26;Santa Fe;255000000.0;66045.07
Oficina/Consultorio;Oficina/Consultorio en venta en Chico Reservado;3;3;145;Chico Reservado;1600000000.0;414400.41
Apartamento;Apartamento en venta en Usaquén;2;3;130;Usaquén;1000000000.0;259000.26
Apartamento;Apartamento en venta en Cedritos;1;2;60;Cedritos;331000000.0;85729.09
Apartamento;Apartamento en venta en Cundinamarca - Bogotá D.C.;3;2;130;Usaquén;720000000.0;186480.19
Apartamento;Apartamento en venta en Zona Noroccidental;2;1;40;Zona Noroccidental;160000000.0;41440.04
Apartamento;Apartamento en venta en Zona Noroccidental;2;1;40;Zona Noroccidental;200000000.0;51800.05
Apartamento;Apartamento en venta en Kennedy;2;2;74;Kennedy;474000000.0;122766.12
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;77;Zona Noroccidental;320000000.0;82880.08
Apartamento;Apartamento en venta en Chico Reservado;3;2;104;Chico Reservado;500000000.0;129500.13
Casa;Casa en venta en Zona Noroccidental;4;3;86;Zona Noroccidental;430000000.0;111370.11
Casa;Casa en venta en Usaquén;3;4;1200;Usaquén;2200000000.0;569800.57
Apartamento;Apartamento en venta en Teusaquillo;4;5;156;Teusaquillo;776000000.0;200984.2
Apartamento;Apartamento en venta en Cedritos;2;2;78;Cedritos;400000000.0;103600.1
Apartamento;Apartamento en venta en Usaquén;3;2;95;Usaquén;450000000.0;116550.12
Apartamento;Apartamento en venta en Usaquén;3;2;101;Usaquén;370000000.0;95830.1
Apartamento;Apartamento en venta en Teusaquillo;1;1;29;Teusaquillo;175000000.0;45325.05
Apartamento;Apartamento en venta en Teusaquillo;1;1;22;Teusaquillo;175000000.0;45325.05
Casa;Casa en venta en Zona Noroccidental;4;5;426;Zona Noroccidental;1650000000.0;427350.43
Apartamento;Apartamento en venta en Santa Fe;2;2;55;Santa Fe;165000000.0;42735.04
Casa;Casa en venta en Zona Noroccidental;4;4;314;Zona Noroccidental;950000000.0;246050.25
Apartamento;Apartamento en venta en Chico Reservado;3;4;164;Chico Reservado;1200000000.0;310800.31
Apartamento;Apartamento en venta en Usaquén;2;4;140;Usaquén;850000000.0;220150.22
Casa;Casa en venta en Cundinamarca - Bogotá D.C. - San Rafael;5;4;150;Puente Aranda;700000000.0;181300.18
Apartamento;Apartamento en venta en Cundinamarca - Bogotá D.C. - Chicó ;2;3;118;Chico Reservado;599000000.0;155141.16
Apartamento;Apartamento en venta en Cedritos;3;3;79;Cedritos;330000000.0;85470.09
Bodega;Bodega en venta en San Patricio;2;1;19;San Patricio;120000000.0;31080.03
Casa;Casa en venta en Suba;7;4;330;Suba;700000000.0;181300.18
Casa;Casa en venta en San Cristobal;3;1;29;San Cristobal;150000000.0;38850.04
Casa;Casa en venta en Modelia;5;4;320;Modelia;750000000.0;194250.19
Apartamento;Apartamento en venta en Suba;3;3;104;Suba;485000000.0;125615.13
Apartamento;Apartamento en venta en Barrios Unidos;1;2;61;Barrios Unidos;450000000.0;116550.12
Casa;Casa en venta en Normandia;5;3;232;Normandia;1100000000.0;284900.28
Apartamento;Apartamento en venta en Fontibón;3;2;43;Fontibón;170000000.0;44030.04
Casa;Casa en venta en San Patricio;4;6;237;San Patricio;1200000000.0;310800.31
Apartamento;Apartamento en venta en Usaquén;2;2;50;Usaquén;245000000.0;63455.06
Apartamento;Apartamento en venta en Modelia;3;2;78;Modelia;620000000.0;160580.16
Casa;Casa en venta en Barrios Unidos;6;3;283;Barrios Unidos;690000000.0;178710.18
Casa;Casa en venta en Bella Suiza;3;4;195;Bella Suiza;800000000.0;207200.21
Apartamento;Apartamento en venta en Usaquén;4;5;193;Usaquén;1600000000.0;414400.41
Apartamento;Apartamento en venta en Kennedy;3;2;57;Kennedy;199000000.0;51541.05
Apartamento;Apartamento en venta en Villa Alsacia;3;2;54;Villa Alsacia;270000000.0;69930.07
Apartamento;Apartamento en venta en La Calleja;3;3;110;La Calleja;730000000.0;189070.19
Casa;Casa en venta en Puente Aranda;5;3;265;Puente Aranda;650000000.0;168350.17
Apartamento;Apartamento en venta en Chapinero;2;2;58;Chapinero;540000000.0;139860.14
Casa;Casa en venta en Puente Aranda;7;3;150;Puente Aranda;530000000.0;137270.14
Apartamento;Apartamento en venta en Suba;2;2;65;Suba;389000000.0;100751.1
Apartamento;Apartamento en venta en La Calleja;3;3;110;La Calleja;650000000.0;168350.17
Apartamento;Apartamento en venta en Cundinamarca - Bogotá D.C. - Bella Suiza;3;2;94;Usaquén;610000000.0;157990.16
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;55;Zona Noroccidental;174000000.0;45066.05
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;66;Zona Noroccidental;302000000.0;78218.08
Casa;Casa en venta en Puente Aranda;7;3;147;Puente Aranda;620000000.0;160580.16
Apartamento;Apartamento en venta en Usaquén;3;2;77;Usaquén;285000000.0;73815.07
Apartamento;Apartamento en venta en Fontibón;3;3;84;Fontibón;338000000.0;87542.09
Apartamento;Apartamento en venta en Chapinero;1;2;51;Chapinero;388500000.0;100621.6
Apartamento;Apartamento en venta en Usaquén;3;2;175;Usaquén;1195000000.0;309505.31
Apartamento;Apartamento en venta en Zona Noroccidental;3;2;94;Zona Noroccidental;530000000.0;137270.14
Apartamento;Apartamento en venta en Zona Noroccidental;4;2;88;Zona Noroccidental;248500000.0;64361.56
Apartamento;Apartamento en venta en El Batán;2;2;91;El Batán;465000000.0;120435.12
Apartamento;Apartamento en venta en Chico Reservado;3;3;168;Chico Reservado;1150000000.0;297850.3
Apartamento;Apartamento en venta en Cedritos;3;2;90;Cedritos;550000000.0;142450.14
Apartamento;Apartamento en venta en Usaquén;2;2;70;Usaquén;360000000.0;93240.09
Apartamento;Apartamento en venta en Los Rosales;3;4;168;Los Rosales;1250000000.0;323750.32
Casa;Casa en venta en Cundinamarca - Bogotá D.C. - Niza;3;3;85;Zona Noroccidental;380000000.0;98420.1
Casa;Casa en venta en Puente Aranda;5;3;132;Puente Aranda;600000000.0;155400.16
Apartamento;Apartamento en venta en Usaquén;3;3;103;Usaquén;430000000.0;111370.11
Apartamento;Apartamento en venta en Usaquén;3;3;76;Usaquén;380000000.0;98420.1
Apartamento;Apartamento en venta en Chico Reservado;1;2;58;Chico Reservado;590000000.0;152810.15
Apartamento;Apartamento en venta en Usaquén;1;1;42;Usaquén;350000000.0;90650.09
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;53;Zona Noroccidental;215000000.0;55685.06
Apartamento;Apartamento en venta en Cundinamarca - Bogotá D.C.;1;1;41;Chapinero;233000000.0;60347.06
Apartamento;Apartamento en venta en Usaquén;2;2;109;Usaquén;930000000.0;240870.24
Apartamento;Apartamento en venta en Puente Aranda;3;2;61;Puente Aranda;340000000.0;88060.09
Apartamento;Apartamento en venta en Chapinero;1;2;41;Chapinero;280000000.0;72520.07
Apartamento;Apartamento en venta en Usaquén;3;1;39;Usaquén;150000000.0;38850.04
Apartamento;Apartamento en venta en Usaquén;3;3;170;Usaquén;1000000000.0;259000.26
Casa;Casa en venta en Kennedy;6;2;332;Kennedy;850000000.0;220150.22
Casa;Casa en venta en Engativa;5;3;210;Engativa;310000000.0;80290.08
Casa;Casa en venta en Antonio Nariño;5;4;364;Antonio Nariño;750000000.0;194250.19
Apartamento;Apartamento en venta en Tintala;2;2;53;Tintala;223000000.0;57757.06
Casa;Casa en venta en Suba;4;3;110;Suba;370000000.0;95830.1
Apartamento;Apartamento en venta en Usaquén;3;5;157;Usaquén;750000000.0;194250.19
Apartamento;Apartamento en venta en Chico Norte;3;4;177;Chico Norte;2470000128.0;639730.67
Casa;Casa en venta en Engativa;11;6;320;Engativa;660000000.0;170940.17
Apartamento;Apartamento en venta en Chico Reservado;2;2;98;Chico Reservado;730000000.0;189070.19
Apartamento;Apartamento en venta en Chico Norte;1;1;66;Chico Norte;724460000.0;187635.33
Casa;Casa en venta en Suba;6;3;114;Suba;499000000.0;129241.13
Lote;Lote en venta en Barrios Unidos;8;9;746;Barrios Unidos;2080000000.0;538720.54
Casa;Casa en venta en Kennedy;6;3;210;Kennedy;320000000.0;82880.08
Apartamento;Apartamento en venta en Barrios Unidos;2;1;36;Barrios Unidos;84000000.0;21756.02
Casa;Casa en venta en Barrios Unidos;3;2;120;Barrios Unidos;129800000.0;33618.23
Apartamento;Apartamento en venta en Barrios Unidos;3;2;81;Barrios Unidos;332500000.0;86117.59
Apartamento;Apartamento en venta en Los Mártires;4;2;200;Los Mártires;600000000.0;155400.16
Apartamento;Apartamento en venta en Usaquén;3;3;151;Usaquén;670000000.0;173530.17
Casa;Casa en venta en Engativa;4;3;150;Engativa;199900000.0;51774.15
Apartamento;Apartamento en venta en Usaquén;3;4;303;Usaquén;1250000000.0;323750.32
Apartamento;Apartamento en venta en Bella Suiza;2;3;85;Bella Suiza;699927000.0;181281.27
Casa;Casa en venta en Zona Noroccidental;3;5;187;Zona Noroccidental;1500000000.0;388500.39
Apartamento;Apartamento en venta en Bella Suiza;3;3;93;Bella Suiza;775564000.0;200871.28
Casa;Casa en venta en Barrios Unidos;3;3;116;Barrios Unidos;206375776.0;53451.38
Apartamento;Apartamento en venta en Barrios Unidos;3;2;68;Barrios Unidos;145000000.0;37555.04
Apartamento;Apartamento en venta en Barrios Unidos;3;2;101;Barrios Unidos;470000000.0;121730.12
Apartamento;Apartamento en venta en Chapinero Central;1;2;43;Chapinero Central;280500000.0;72649.57
Apartamento;Apartamento en venta en Cedritos;3;2;166;Cedritos;650000000.0;168350.17
Casa;Casa en venta en Alhambra;3;2;197;Alhambra;1100000000.0;284900.28
Apartamento;Apartamento en venta en Engativa;3;2;66;Engativa;330000000.0;85470.09
Apartamento;Apartamento en venta en Bella Suiza;1;2;61;Bella Suiza;497391000.0;128824.4
Apartamento;Apartamento en venta en Santa Barbara;1;1;59;Santa Barbara;395000000.0;102305.1
Casa;Casa en venta en Suba;3;2;376;Suba;350000000.0;90650.09
Apartamento;Apartamento en venta en Barrios Unidos;2;1;43;Barrios Unidos;155000000.0;40145.04
Apartamento;Apartamento en venta en Puente Aranda;3;2;52;Puente Aranda;322000000.0;83398.08
Apartamento;Apartamento en venta en Suba;3;2;119;Suba;795000000.0;205905.21
Apartamento;Apartamento en venta en Bella Suiza;2;2;60;Bella Suiza;384000000.0;99456.1
Apartamento;Apartamento en venta en Nicolas De Federman;1;1;55;Nicolas De Federman;249900000.0;64724.16
Casa;Casa en venta en Modelia;5;4;244;Modelia;950000000.0;246050.25
Apartamento;Apartamento en venta en Chico Reservado;3;3;140;Chico Reservado;650000000.0;168350.17
Apartamento;Apartamento en venta en Chico Reservado;4;5;360;Chico Reservado;2500000000.0;647500.65
Apartamento;Apartamento en venta en Los Rosales;4;4;325;Los Rosales;2400000000.0;621600.62
Apartamento;Apartamento en venta en Santa Barbara;3;2;105;Santa Barbara;525000000.0;135975.14
Apartamento;Apartamento en venta en Los Rosales;3;4;279;Los Rosales;1740000000.0;450660.45
Casa;Casa en venta en Usaquén;4;2;105;Usaquén;350000000.0;90650.09
Casa;Casa en venta en Suba;13;9;633;Suba;1970000000.0;510230.51
Apartamento;Apartamento en venta en Barrios Unidos;4;3;94;Barrios Unidos;439300000.0;113778.81
Casa;Casa en venta en Kennedy;6;2;301;Kennedy;980000000.0;253820.25
Apartamento;Apartamento en venta en Santa Barbara;3;5;187;Santa Barbara;1500000000.0;388500.39
Casa;Casa en venta en Barrios Unidos;4;5;182;Barrios Unidos;595000000.0;154105.15
Apartamento;Apartamento en venta en Chapinero;2;2;58;Chapinero;435000000.0;112665.11
Apartamento;Apartamento en venta en Barrios Unidos;3;3;82;Barrios Unidos;332000000.0;85988.09
Apartamento;Apartamento en venta en Barrios Unidos;1;2;81;Barrios Unidos;575000000.0;148925.15
Casa;Casa en venta en Barrios Unidos;3;1;64;Barrios Unidos;99920000.0;25879.31
Apartamento;Apartamento en venta en Santa Barbara;3;4;159;Santa Barbara;960000000.0;248640.25
Casa;Casa en venta en Fontibón;4;4;155;Fontibón;770000000.0;199430.2
Finca;Finca en venta en Barrios Unidos;6;6;8884;Barrios Unidos;1000000000.0;259000.26
Casa;Casa en venta en Usaquén;2;2;82;Usaquén;455000000.0;117845.12
Apartamento;Apartamento en venta en Barrios Unidos;3;2;48;Barrios Unidos;135000000.0;34965.03
Casa;Casa en venta en Barrios Unidos;3;4;190;Barrios Unidos;897000000.0;232323.23
Apartamento;Apartamento en venta en Barrios Unidos;3;2;96;Barrios Unidos;323100000.0;83682.98
Apartamento;Apartamento en venta en Pontevedra ;3;3;76;Pontevedra ;450000000.0;116550.12
Apartamento;Apartamento en venta en La Granja;2;2;54;La Granja;250000000.0;64750.06
Apartamento;Apartamento en venta en Suba;3;4;235;Suba;1850000000.0;479150.48
Apartamento;Apartamento en venta en Madelena;2;1;38;Madelena;152000000.0;39368.04
Apartamento;Apartamento en venta en Barrios Unidos;3;2;95;Barrios Unidos;259100000.0;67106.97
Casa;Casa en venta en Barrios Unidos;3;3;119;Barrios Unidos;407342016.0;105501.69
Apartamento;Apartamento en venta en Buenos Aires;3;1;50;Buenos Aires;130000000.0;33670.03
Apartamento;Apartamento en venta en Suba;2;1;40;Suba;168000000.0;43512.04
Apartamento;Apartamento en venta en Barrios Unidos;2;3;143;Barrios Unidos;1246000000.0;322714.32
Casa;Casa en venta en Barrios Unidos;4;4;144;Barrios Unidos;500000000.0;129500.13
Casa;Casa en venta en Fontibón;3;1;78;Fontibón;145000000.0;37555.04
Apartamento;Apartamento en venta en Kennedy;3;1;42;Kennedy;120000000.0;31080.03
Casa;Casa en venta en Palermo;20;4;292;Palermo;900000000.0;233100.23
Casa;Casa en venta en Usaquén;4;4;280;Usaquén;1200000000.0;310800.31
Local;Local en venta en Zona Noroccidental;1;1;16;Zona Noroccidental;250000000.0;64750.06
Casa;Casa en venta en Zona Noroccidental;3;1;62;Zona Noroccidental;140000000.0;36260.04
Apartamento;Apartamento en venta en Cedritos;4;2;98;Cedritos;385000000.0;99715.1
Apartamento;Apartamento en venta en Suba;3;1;60;Suba;160000000.0;41440.04
Apartamento;Apartamento en venta en Zona Noroccidental;3;3;78;Zona Noroccidental;550000000.0;142450.14
Apartamento;Apartamento en venta en Santa Barbara;2;2;80;Santa Barbara;580000000.0;150220.15
Apartamento;Apartamento en venta en Usaquén;2;1;50;Usaquén;315000000.0;81585.08
Apartamento;Apartamento en venta en Bogotá D.C;3;2;52;Bogotá D.C;355000000.0;91945.09
Apartamento;Apartamento en venta en Usaquén;2;1;65;Usaquén;400000000.0;103600.1
Apartamento;Apartamento en venta en Usaquén;5;4;142;Usaquén;650000000.0;168350.17
Casa;Casa en venta en Engativa;8;3;215;Engativa;620000000.0;160580.16
Apartamento;Apartamento en venta en Santa Barbara;2;2;90;Santa Barbara;400000000.0;103600.1
Casa;Casa en venta en Cedritos;3;3;130;Cedritos;550000000.0;142450.14
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;56;Zona Noroccidental;160000000.0;41440.04
Edificio;Edificio en venta en Engativa;2;2;180;Engativa;731000000.0;189329.19
Apartamento;Apartamento en venta en Los Mártires;4;2;75;Los Mártires;670000000.0;173530.17
Casa;Casa en venta en Zona Noroccidental;10;5;334;Zona Noroccidental;1050000000.0;271950.27
Casa;Casa en venta en Teusaquillo;18;9;600;Teusaquillo;2500000000.0;647500.65
Casa;Casa en venta en Engativa;9;5;396;Engativa;750000000.0;194250.19
Oficina/Consultorio;Oficina/Consultorio en venta en Chapinero;1;1;21;Chapinero;130000000.0;33670.03
Casa;Casa en venta en Kennedy;2;2;72;Kennedy;250000000.0;64750.06
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;60;Zona Noroccidental;160000000.0;41440.04
Casa;Casa en venta en Pontevedra ;3;4;180;Pontevedra ;1000000000.0;259000.26
Casa;Casa en venta en Santa Barbara;2;3;210;Santa Barbara;1500000000.0;388500.39
Apartamento;Apartamento en venta en Zona Noroccidental;3;1;52;Zona Noroccidental;165000000.0;42735.04
Apartamento;Apartamento en venta en Cedritos;3;3;92;Cedritos;615000000.0;159285.16
Apartamento;Apartamento en venta en Cedritos;2;1;61;Cedritos;252000000.0;65268.07
Apartamento;Apartamento en venta en Suba;3;2;79;Suba;345000000.0;89355.09
Apartamento;Apartamento en venta en Santa Barbara;2;2;80;Santa Barbara;550000000.0;142450.14
Apartamento;Apartamento en venta en Usaquén;4;2;72;Usaquén;270000000.0;69930.07
Casa;Casa en venta en Suba;4;3;135;Suba;350000000.0;90650.09
Apartamento;Apartamento en venta en Suba;3;1;60;Suba;142000000.0;36778.04
Apartamento;Apartamento en venta en Suba;3;2;57;Suba;249500000.0;64620.56
Casa;Casa en venta en Suba;3;3;83;Suba;325000000.0;84175.08
Apartamento;Apartamento en venta en Suba;3;2;66;Suba;249000000.0;64491.06
Apartamento;Apartamento en venta en Suba;3;2;65;Suba;298500000.0;77311.58
Apartamento;Apartamento en venta en El Batán;2;3;88;El Batán;400000000.0;103600.1
Casa;Casa en venta en Teusaquillo;5;3;300;Teusaquillo;1330000000.0;344470.34
Apartamento;Apartamento en venta en Chapinero;3;2;135;Chapinero;600000000.0;155400.16
Apartamento;Apartamento en venta en Barrios Unidos;2;1;49;Barrios Unidos;117000000.0;30303.03
Oficina/Consultorio;Oficina/Consultorio en venta en Santa Barbara;1;1;116;Santa Barbara;1014570000.0;262773.89
Casa;Casa en venta en Zona Noroccidental;4;1;47;Zona Noroccidental;185000000.0;47915.05
Apartamento;Apartamento en venta en Suba;3;2;63;Suba;185000000.0;47915.05
Apartamento;Apartamento en venta en Chico Navarra;4;5;359;Chico Navarra;1100000000.0;284900.28
Apartamento;Apartamento en venta en Cedritos;4;3;117;Cedritos;470000000.0;121730.12
Apartamento;Apartamento en venta en Suba;3;3;116;Suba;720000000.0;186480.19
Casa;Casa en venta en Nicolas De Federman;5;4;340;Nicolas De Federman;2095000064.0;542605.56
